DEPTH,CALI,DENC,DENS,DTC,GR,NEUT,SP
10629.0,10.7,0.022,2.6,61.4,112.226,0.041,199.333
10629.5,10.75,0.015,2.5882,60.85,111.822,0.0372,199.858
10630.0,10.8,0.012,2.5813,61.4,112.933,0.034,199.858
10630.5,10.85,0.02,2.5823,62.0,115.66,0.0304,199.858
10631.0,10.9,0.021,2.6,62.0,115.66,0.0258,199.858
10631.5,10.95,0.009,2.5882,61.9,119.801,0.0256,199.858
10632.0,11.0,0.007,2.5803,62.4,124.851,0.0254,198.808
10632.5,11.1,0.014,2.5842,62.5,126.568,0.026,199.333
10633.0,11.15,0.01,2.5882,63.2,122.326,0.0278,198.283
10633.5,11.2,0.007,2.5921,63.4,113.64,0.029,195.658
10634.0,11.25,0.002,2.5961,64.9,99.298,0.032,195.658
10634.5,11.3,0.011,2.5823,77.45,82.936,0.037,195.658
10635.0,11.4,0.023,2.5803,62.1,74.25,0.0392,195.658
10635.5,11.45,0.048,2.5724,60.8,73.947,0.043,196.183
10636.0,11.55,0.078,2.5655,61.8,74.25,0.0466,196.183
10636.5,11.6,0.111,2.5567,60.5,78.088,0.041,196.183
10637.0,11.6,0.076,2.5527,62.15,85.36,0.034,194.608
10637.5,11.65,0.032,2.537,62.6,94.45,0.0284,194.608
10638.0,11.7,0.016,2.5419,62.95,102.833,0.0236,192.508
10638.5,11.75,0.026,2.5724,63.65,105.964,0.0206,193.033
10639.0,11.8,0.023,2.5813,64.5,102.732,0.0224,191.983
10639.5,11.8,0.019,2.5921,66.9,98.389,0.0304,194.608
10640.0,11.85,0.017,2.5921,68.2,94.248,0.0406,196.183
10640.5,11.9,0.016,2.597,68.7,90.612,0.0464,196.183
10641.0,11.9,0.023,2.5734,68.45,93.339,0.052,196.183
10641.5,11.9,0.025,2.5448,67.35,96.773,0.055,196.183
10642.0,11.95,0.014,2.5133,67.4,98.692,0.0586,196.708
10642.5,12.0,0.015,2.4936,67.65,96.975,0.064,197.233
10643.0,12.0,0.033,2.5035,68.2,96.066,0.0684,197.233
10643.5,12.0,0.033,2.5251,68.3,93.642,0.0718,191.983
10644.0,12.05,0.028,2.5054,67.6,93.036,0.0734,187.783
10644.5,12.05,0.016,2.4877,67.2,94.854,0.0716,187.258
10645.0,12.05,0.006,2.47,66.8,95.157,0.0724,187.783
10645.5,12.05,0.007,2.467,66.6,95.864,0.0754,189.883
10646.0,12.05,0.022,2.4739,67.2,94.753,0.0772,191.983
10646.5,12.1,0.013,2.4552,66.8,94.45,0.0776,193.033
10647.0,12.05,0.024,2.4523,66.3,91.723,0.0788,194.608
10647.5,12.05,0.034,2.4739,66.3,92.026,0.0766,194.083
10648.0,12.05,0.05,2.5015,66.05,95.662,0.0742,195.133
10648.5,12.05,0.051,2.5291,65.7,99.904,0.0736,196.183
10649.0,12.05,0.052,2.5173,64.8,101.318,0.0696,197.758
10649.5,12.05,0.045,2.5291,64.9,104.449,0.06,198.283
10650.0,12.0,0.035,2.537,64.5,104.348,0.0598,198.808
10650.5,12.0,0.049,2.5271,63.9,104.146,0.0636,198.283
10651.0,12.0,0.041,2.5251,63.25,105.156,0.064,196.708
10651.5,12.0,0.033,2.5094,62.05,104.954,0.0608,195.133
10652.0,12.0,0.032,2.5074,61.9,105.56,0.0572,194.608
10652.5,12.0,0.032,2.5271,61.7,104.752,0.053,195.133
10653.0,11.95,0.023,2.5212,61.45,106.267,0.051,196.183
10653.5,11.95,0.03,2.5301,61.1,109.398,0.0462,198.283
10654.0,11.85,0.045,2.5488,61.6,112.226,0.04,199.858
10654.5,11.85,0.034,2.5616,61.7,113.236,0.036,199.858
10655.0,11.8,0.028,2.5626,62.8,112.933,0.034,200.383
10655.5,11.8,0.014,2.5567,63.4,114.044,0.0368,200.383
10656.0,11.8,0.019,2.5498,64.0,114.145,0.0392,200.383
10656.5,11.8,0.024,2.5606,64.4,112.933,0.0406,199.858
10657.0,11.7,0.036,2.598,64.7,113.034,0.0452,198.283
10657.5,11.7,0.036,2.5941,64.25,114.448,0.0476,196.183
10658.0,11.7,0.034,2.5616,63.45,115.761,0.047,195.133
10658.5,11.6,0.03,2.5222,63.0,120.205,0.0444,196.708
10659.0,11.55,0.037,2.5232,63.3,122.932,0.0432,197.233
10659.5,11.45,0.035,2.5182,65.0,121.821,0.042,196.708
10660.0,11.4,0.041,2.534,65.5,120.104,0.0392,197.233
10660.5,11.35,0.051,2.5842,65.0,115.761,0.0422,197.758
10661.0,11.3,0.027,2.5734,63.9,108.388,0.0492,197.758
10661.5,11.3,0.023,2.531,62.8,97.581,0.0598,196.708
10662.0,11.25,0.023,2.5251,59.85,89.097,0.0634,195.658
10662.5,11.25,0.013,2.5094,59.0,84.552,0.0648,196.183
10663.0,11.2,0.019,2.5025,56.8,84.754,0.0584,197.758
10663.5,11.2,0.032,2.5153,56.45,85.461,0.0502,198.283
10664.0,11.15,0.031,2.534,56.8,86.572,0.05,199.333
10664.5,11.15,0.07,2.5803,58.2,89.097,0.0526,199.858
10665.0,11.2,0.065,2.601,60.8,96.47,0.054,199.858
10665.5,11.0,0.076,2.5468,61.1,105.964,0.0506,200.383
10666.0,10.85,0.061,2.5379,61.4,115.155,0.0454,200.383
10666.5,10.8,0.055,2.5626,61.1,122.225,0.0368,200.383
10667.0,10.5,0.041,2.5744,61.2,124.548,0.0306,200.908
10667.5,10.35,0.034,2.6079,61.7,124.952,0.0308,200.908
10668.0,10.3,0.034,2.6098,60.9,121.72,0.0322,200.383
10668.5,10.25,0.036,2.6335,61.05,112.428,0.0324,197.233
10669.0,10.2,0.03,2.6118,61.2,108.388,0.0312,197.758
10669.5,10.15,0.04,2.6039,61.5,106.772,0.03,198.283
10670.0,10.1,0.041,2.6118,62.4,111.216,0.0288,199.333
10670.5,10.05,0.03,2.5862,62.5,121.518,0.0262,198.283
10671.0,10.0,0.036,2.5842,63.0,130.406,0.0274,197.758
10671.5,10.0,0.04,2.6118,62.95,130.81,0.0298,197.758
10672.0,10.05,0.023,2.6177,62.9,127.174,0.0358,197.233
10672.5,10.05,0.02,2.6039,62.0,121.922,0.0408,198.808
10673.0,10.05,0.019,2.5842,61.0,117.276,0.0448,200.908
10673.5,10.05,0.019,2.6,61.4,112.529,0.0492,200.383
10674.0,10.05,0.016,2.5931,62.0,108.59,0.0548,200.908
10674.5,10.05,0.011,2.5882,60.85,109.6,0.0578,200.908
10675.0,10.05,0.007,2.5823,60.4,112.63,0.0566,201.958
10675.5,10.05,0.002,2.5685,61.05,115.761,0.0508,202.483
10676.0,10.05,0.017,2.5567,60.7,119.7,0.0516,200.383
10676.5,10.05,0.042,2.5685,61.6,125.861,0.0558,199.858
10677.0,10.05,0.054,2.5695,61.85,133.84,0.056,198.808
10677.5,10.05,0.054,2.5695,60.5,137.072,0.056,197.758
10678.0,10.05,0.06,2.5793,60.7,137.274,0.0556,196.183
10678.5,10.05,0.026,2.5803,61.1,136.264,0.0526,198.808
10679.0,10.05,0.01,2.5527,60.95,136.163,0.0506,200.908
10679.5,10.05,0.012,2.5695,61.25,139.9,0.0518,200.383
10680.0,10.05,0.018,2.5823,61.5,142.324,0.0544,198.808
10680.5,10.05,0.01,2.5764,60.9,145.556,0.0532,198.808
10681.0,10.05,0.009,2.5852,60.9,145.556,0.05,198.808
10681.5,10.05,0.006,2.5803,60.8,143.334,0.0524,199.333
10682.0,10.1,0.004,2.5823,60.3,140.102,0.0556,199.333
10682.5,10.1,0.011,2.5842,60.8,139.9,0.0554,200.908
10683.0,10.1,0.012,2.5813,60.9,141.112,0.0532,203.533
10683.5,10.1,0.011,2.598,60.9,141.112,0.0518,203.533
10684.0,10.15,0.006,2.5941,61.0,141.718,0.0496,204.583
10684.5,10.2,-0.001,2.6,61.25,143.536,0.0472,205.633
10685.0,10.2,0.003,2.5862,61.2,144.344,0.0448,205.108
10685.5,10.2,0.022,2.598,61.7,146.566,0.0428,206.158
10686.0,10.2,0.028,2.6079,61.6,143.334,0.0438,206.158
10686.5,10.25,0.035,2.6158,61.5,139.597,0.0464,203.533
10687.0,10.35,0.049,2.6158,60.9,138.082,0.049,201.958
10687.5,10.4,0.039,2.6335,59.9,135.86,0.0512,202.483
10688.0,10.45,0.013,2.5941,59.5,132.224,0.0518,203.533
10688.5,10.45,0.008,2.5921,59.7,131.416,0.0522,201.433
10689.0,10.5,0.008,2.5882,60.0,128.184,0.0486,200.908
10689.5,10.5,0.016,2.5852,60.8,131.416,0.0476,201.433
10690.0,10.55,0.024,2.5921,62.6,137.779,0.0486,201.433
10690.5,10.6,0.047,2.6108,63.25,141.92,0.049,202.483
10691.0,10.6,0.039,2.597,64.4,143.233,0.0476,204.583
10691.5,10.6,-0.001,2.5813,64.3,142.425,0.0466,206.158
10692.0,10.6,0.008,2.602,64.0,140.001,0.047,206.158
10692.5,10.6,0.006,2.6118,63.65,135.456,0.0516,206.683
10693.0,10.65,0.008,2.5931,63.4,135.961,0.0554,206.683
10693.5,10.65,0.015,2.5882,63.1,137.88,0.0544,206.158
10694.0,10.65,0.019,2.6039,63.35,144.344,0.0516,206.683
10694.5,10.65,0.017,2.6049,63.4,148.384,0.0506,207.733
10695.0,10.7,0.004,2.5823,63.8,144.142,0.0492,207.208
10695.5,10.7,-0.002,2.5783,64.4,137.981,0.0504,202.483
10696.0,10.75,-0.005,2.5892,64.2,132.224,0.0514,201.433
10696.5,10.75,0.012,2.6,64.0,128.689,0.0534,201.433
10697.0,10.75,0.036,2.6118,63.3,125.861,0.0562,201.433
10697.5,10.8,0.039,2.6197,62.4,124.952,0.0604,201.433
10698.0,10.8,0.022,2.6118,62.8,127.477,0.0624,200.908
10698.5,10.8,0.022,2.6,63.05,128.992,0.0624,200.383
10699.0,10.8,0.036,2.6197,63.9,129.901,0.0604,200.383
10699.5,10.8,0.041,2.6364,63.4,129.396,0.0558,200.908
10700.0,10.8,0.019,2.6246,63.7,126.77,0.0528,200.908
10700.5,10.8,-0.002,2.6039,63.3,123.74,0.054,200.383
10701.0,10.8,-0.003,2.5842,63.1,119.397,0.0556,200.908
10701.5,10.8,0.006,2.5685,62.95,118.488,0.0574,202.483
10702.0,10.85,0.013,2.5842,63.05,117.882,0.0596,203.533
10702.5,10.85,0.013,2.5921,63.4,116.771,0.0644,204.583
10703.0,10.85,0.012,2.5892,63.3,118.488,0.0648,204.058
10703.5,10.85,0.005,2.5783,63.3,120.508,0.0628,200.908
10704.0,10.85,0.007,2.5803,63.05,121.821,0.0614,199.858
10704.5,10.85,0.009,2.5645,62.2,122.932,0.0596,199.333
10705.0,10.85,0.008,2.5724,62.5,124.952,0.0608,199.858
10705.5,10.8,0.004,2.5803,62.6,124.649,0.0626,202.483
10706.0,10.8,-0.001,2.5576,62.7,123.841,0.0664,204.058
10706.5,10.8,0.016,2.5921,63.4,124.144,0.0654,205.108
10707.0,10.8,0.013,2.5921,63.6,125.76,0.0634,204.583
10707.5,10.8,0.004,2.5724,63.3,126.265,0.063,201.958
10708.0,10.8,0.011,2.5813,63.1,129.194,0.0638,197.758
10708.5,10.8,0.006,2.5852,63.2,133.638,0.0658,197.758
10709.0,10.8,0.013,2.601,63.2,136.668,0.069,196.183
10709.5,10.8,0.018,2.6,62.8,135.557,0.0672,195.658
10710.0,10.75,0.022,2.6118,63.0,135.86,0.0642,195.658
10710.5,10.75,0.02,2.6,63.4,134.446,0.0594,196.183
10711.0,10.75,0.016,2.597,63.6,132.426,0.0564,197.758
10711.5,10.75,0.024,2.6167,64.2,134.244,0.0606,200.383
10712.0,10.7,0.025,2.6325,64.6,138.89,0.0606,201.958
10712.5,10.7,0.022,2.6374,64.8,143.132,0.063,201.958
10713.0,10.7,0.018,2.6167,64.6,144.849,0.0676,201.958
10713.5,10.7,0.024,2.6197,63.4,143.536,0.07,201.958
10714.0,10.65,0.017,2.6128,62.1,141.718,0.0676,201.958
10714.5,10.65,0.016,2.6098,62.4,140.102,0.07,201.958
10715.0,10.65,0.024,2.6118,62.4,139.092,0.0736,200.383
10715.5,10.6,0.015,2.6246,62.85,138.082,0.0708,196.183
10716.0,10.6,0.014,2.6236,62.15,138.284,0.0662,194.083
10716.5,10.6,0.016,2.6207,61.8,139.193,0.0614,193.558
10717.0,10.6,0.007,2.6079,61.7,136.365,0.0578,195.133
10717.5,10.55,0.012,2.6158,61.4,132.022,0.0566,197.233
10718.0,10.5,0.034,2.6364,60.7,128.79,0.0592,198.808
10718.5,10.5,0.046,2.6591,60.4,128.992,0.0638,197.758
10719.0,10.5,0.051,2.6591,60.7,128.79,0.0618,197.233
10719.5,10.45,0.057,2.6433,59.65,131.315,0.0568,197.758
10720.0,10.4,0.035,2.6236,59.95,134.042,0.0536,195.658
10720.5,10.4,0.02,2.6128,60.0,137.072,0.055,189.358
10721.0,10.35,0.028,2.6246,60.85,136.264,0.0546,186.733
10721.5,10.3,0.025,2.6394,62.15,134.749,0.0512,185.158
10722.0,10.35,0.019,2.6532,62.15,136.062,0.0508,185.158
10722.5,10.35,0.042,2.6512,61.4,136.668,0.0528,186.733
10723.0,10.3,0.062,2.6493,61.45,135.86,0.0528,191.983
10723.5,10.3,0.02,2.6118,61.25,138.284,0.0532,193.033
10724.0,10.3,0.019,2.5626,61.45,141.819,0.054,193.033
10724.5,10.3,0.052,2.5685,60.8,142.425,0.056,193.033
10725.0,10.3,0.09,2.5842,59.6,140.809,0.0576,193.033
10725.5,10.2,0.053,2.5576,58.25,137.678,0.057,191.983
10726.0,10.2,0.025,2.537,59.0,133.941,0.0548,190.933
10726.5,10.2,0.04,2.5961,59.35,135.961,0.0558,190.408
10727.0,10.2,0.012,2.6167,60.8,138.385,0.0548,190.408
10727.5,10.2,0.01,2.6286,61.0,141.92,0.0524,189.883
10728.0,10.15,0.03,2.6512,61.6,143.637,0.0516,190.933
10728.5,10.2,0.022,2.6561,61.3,144.445,0.0518,191.983
10729.0,10.2,0.018,2.6295,60.9,141.516,0.0536,191.983
10729.5,10.2,-0.004,2.5764,60.4,137.072,0.0546,191.983
10730.0,10.2,-0.003,2.5626,59.9,134.244,0.0534,192.508
10730.5,10.05,-0.002,2.5567,58.8,128.79,0.0512,192.508
10731.0,10.05,-0.001,2.5616,57.5,125.76,0.0504,192.508
10731.5,10.05,0.013,2.5705,57.6,124.952,0.0524,193.033
10732.0,10.05,0.044,2.5852,58.65,125.356,0.0578,193.033
10732.5,10.05,0.024,2.5852,59.7,128.184,0.0612,193.033
10733.0,10.0,0.018,2.5961,60.5,134.749,0.0618,190.408
10733.5,9.85,0.02,2.6246,60.3,138.89,0.0572,190.408
10734.0,9.8,0.003,2.6089,59.2,140.102,0.0524,191.983
10734.5,9.8,0.008,2.601,58.65,139.9,0.052,191.983
10735.0,9.75,0.031,2.6167,58.45,139.597,0.055,189.358
10735.5,9.75,0.023,2.6167,57.3,140.506,0.054,186.733
10736.0,9.75,0.018,2.5892,57.5,136.264,0.0536,187.783
10736.5,9.7,0.029,2.5842,57.3,126.265,0.0516,189.358
10737.0,9.75,0.061,2.5842,57.85,119.7,0.0502,191.458
10737.5,9.75,0.095,2.6118,57.1,119.7,0.0498,194.083
10738.0,9.65,0.084,2.6118,57.6,121.518,0.047,195.133
10738.5,9.6,0.041,2.597,58.25,125.457,0.0406,195.658
10739.0,9.6,0.019,2.6049,60.45,130.608,0.032,195.658
10739.5,9.6,0.007,2.6286,60.9,137.678,0.0296,195.658
10740.0,9.55,0.013,2.6315,60.8,143.94,0.0312,195.133
10740.5,9.55,0.012,2.6512,59.4,145.758,0.0354,195.658
10741.0,9.55,0.015,2.667,59.7,143.94,0.0434,196.183
10741.5,9.55,0.021,2.6483,59.45,140.405,0.05,196.708
10742.0,9.55,0.016,2.6315,58.65,139.092,0.0584,196.183
10742.5,9.6,0.066,2.6197,58.3,137.981,0.0676,195.658
10743.0,9.6,0.122,2.6473,58.9,138.486,0.07,195.658
10743.5,9.6,0.108,2.6207,58.65,137.173,0.067,197.758
10744.0,9.55,0.013,2.5537,58.3,132.729,0.0588,197.233
10744.5,9.5,0.009,2.5921,59.1,132.325,0.05,197.758
10745.0,9.5,0.016,2.6532,59.1,136.062,0.0444,198.283
10745.5,9.5,0.015,2.663,58.65,141.516,0.0372,198.808
10746.0,9.5,0.007,2.6364,58.3,141.819,0.0376,197.758
10746.5,9.5,0.017,2.6256,58.45,141.92,0.0444,197.233
10747.0,9.5,0.056,2.6256,59.8,141.314,0.0484,197.233
10747.5,9.5,0.106,2.6433,60.4,144.344,0.0478,197.233
10748.0,9.55,0.102,2.6443,60.2,147.374,0.048,199.858
10748.5,9.5,0.053,2.6276,59.25,148.384,0.0456,200.383
10749.0,9.5,0.038,2.6207,58.5,146.869,0.0448,200.908
10749.5,9.5,0.025,2.6611,57.9,146.566,0.0478,200.383
10750.0,9.5,0.031,2.6877,57.7,144.748,0.0516,200.908
10750.5,9.5,0.016,2.6719,58.0,142.728,0.0512,201.958
10751.0,9.55,0.019,2.663,58.4,145.152,0.0478,202.483
10751.5,9.55,0.023,2.6729,59.05,148.889,0.044,201.958
10752.0,9.55,0.017,2.6827,59.7,152.525,0.043,195.658
10752.5,9.55,0.002,2.666,61.0,152.828,0.0448,194.083
10753.0,9.55,0.008,2.6601,61.1,146.566,0.0456,195.133
10753.5,9.55,0.02,2.667,60.9,141.213,0.0464,197.233
10754.0,9.55,0.016,2.6522,59.1,138.688,0.0496,197.233
10754.5,9.55,0.012,2.6453,58.5,133.941,0.0536,197.758
10755.0,9.55,0.011,2.6295,57.6,131.921,0.0566,197.758
10755.5,9.55,0.013,2.6315,57.8,133.436,0.0568,198.283
10756.0,9.55,0.007,2.6355,58.0,132.628,0.0578,199.858
10756.5,9.55,0.017,2.6512,58.4,132.83,0.054,200.383
10757.0,9.55,0.01,2.6473,59.1,134.244,0.0472,201.958
10757.5,9.55,-0.003,2.6207,59.0,137.173,0.0416,201.433
10758.0,9.55,0.0,2.6118,58.7,135.254,0.0426,201.958
10758.5,9.55,0.006,2.6236,57.8,130.204,0.045,201.958
10759.0,9.6,0.004,2.6158,58.25,127.376,0.0482,200.908
10759.5,9.6,0.006,2.6118,58.6,127.376,0.0498,202.483
10760.0,9.6,0.006,2.6079,59.0,129.497,0.0488,203.533
10760.5,9.65,0.009,2.6197,59.3,132.83,0.0464,204.058
10761.0,9.65,0.019,2.6158,58.9,133.436,0.0434,204.058
10761.5,9.7,0.022,2.6335,58.15,132.426,0.042,204.583
10762.0,9.7,0.01,2.6207,57.85,130.002,0.042,205.633
10762.5,9.75,0.006,2.6118,57.5,127.376,0.0412,207.208
10763.0,9.75,0.0,2.6118,57.25,125.76,0.0386,208.258
10763.5,9.75,0.011,2.6158,57.8,122.124,0.0356,207.208
10764.0,9.8,0.009,2.6276,58.65,119.902,0.0348,199.333
10764.5,9.8,0.006,2.6394,59.5,121.821,0.0332,198.283
10765.0,9.8,0.004,2.6433,60.0,126.77,0.0312,197.233
10765.5,9.8,0.001,2.6591,60.4,130.608,0.0328,197.233
10766.0,9.85,0.006,2.6749,60.7,133.638,0.0376,198.808
10766.5,9.85,0.014,2.667,60.5,138.284,0.0434,203.008
10767.0,9.85,0.011,2.6364,60.25,139.698,0.0506,205.633
10767.5,9.85,0.01,2.6473,60.9,140.102,0.0552,206.683
10768.0,9.9,0.006,2.6473,62.2,137.577,0.0596,207.733
10768.5,9.9,0.01,2.6512,62.55,136.163,0.0624,207.208
10769.0,9.9,0.007,2.6522,62.3,141.112,0.0622,206.683
10769.5,9.95,0.014,2.6512,62.05,145.657,0.0628,206.683
10770.0,9.95,0.018,2.6591,61.35,143.536,0.0642,207.733
10770.5,9.95,0.01,2.6561,61.2,137.88,0.0684,208.258
10771.0,9.95,0.01,2.6433,61.2,133.941,0.0716,208.783
10771.5,10.0,0.005,2.6453,61.3,131.82,0.0734,208.258
10772.0,10.0,0.012,2.6443,62.4,130.709,0.067,208.783
10772.5,10.0,-0.001,2.6286,62.3,130.204,0.0608,208.783
10773.0,10.0,0.001,2.6158,61.85,132.628,0.0586,208.783
10773.5,10.05,0.002,2.6197,61.4,133.537,0.0556,207.733
10774.0,10.05,0.007,2.6118,60.0,131.113,0.0564,206.683
10774.5,10.05,0.016,2.601,60.4,130.709,0.054,207.208
10775.0,10.1,0.023,2.6079,61.2,133.84,0.0498,207.208
10775.5,10.1,0.009,2.6236,61.8,140.304,0.0492,207.208
10776.0,10.1,0.0,2.6355,62.25,150.808,0.0492,207.208
10776.5,10.15,-0.001,2.6355,63.3,159.494,0.0498,208.258
10777.0,10.2,0.01,2.6453,63.2,160.605,0.0554,208.783
10777.5,10.2,0.019,2.6552,63.7,155.555,0.0622,209.308
10778.0,10.2,0.031,2.6601,63.7,150.101,0.065,209.833
10778.5,10.2,0.022,2.6493,63.5,149.394,0.0658,209.833
10779.0,10.2,0.016,2.6433,63.3,153.333,0.0704,209.833
10779.5,10.2,0.014,2.6394,63.3,154.848,0.0724,209.308
10780.0,10.25,0.008,2.6433,62.95,156.161,0.0728,205.108
10780.5,10.25,-0.002,2.6197,62.85,153.636,0.0724,205.108
10781.0,10.25,0.006,2.6236,62.85,153.636,0.0688,205.108
10781.5,10.3,0.026,2.6414,62.4,150.101,0.066,206.683
10782.0,10.3,0.012,2.6512,61.9,147.576,0.064,208.783
10782.5,10.3,0.015,2.6394,62.15,149.697,0.062,208.783
10783.0,10.35,0.009,2.6079,62.2,152.525,0.0578,208.258
10783.5,10.35,0.008,2.5921,63.8,153.434,0.0588,208.783
10784.0,10.35,0.016,2.6158,64.6,150.808,0.0606,208.783
10784.5,10.4,0.018,2.6286,64.6,150.808,0.065,209.308
10785.0,10.45,0.027,2.6433,64.4,152.828,0.071,208.258
10785.5,10.45,0.045,2.6719,64.3,156.464,0.078,208.258
10786.0,10.5,0.035,2.6749,64.4,158.888,0.0814,209.308
10786.5,10.5,0.009,2.6601,64.8,161.11,0.0812,210.883
10787.0,10.55,0.01,2.6611,65.05,162.12,0.0826,209.833
10787.5,10.55,0.017,2.6591,65.2,163.534,0.0824,208.258
10788.0,10.6,0.026,2.663,66.1,163.13,0.0832,206.683
10788.5,10.6,0.016,2.6374,65.4,161.11,0.08,206.158
10789.0,10.6,0.038,2.6483,65.25,156.969,0.0812,205.633
10789.5,10.65,0.028,2.6394,64.7,154.545,0.0848,207.208
10790.0,10.7,0.013,2.6236,62.8,152.828,0.0852,209.833
10790.5,10.7,0.011,2.6355,63.3,149.697,0.0844,209.833
10791.0,10.75,0.02,2.6433,63.6,148.384,0.0832,208.783
10791.5,10.8,0.016,2.6483,64.0,147.778,0.0792,204.583
10792.0,10.8,0.022,2.6315,64.0,145.152,0.072,204.058
10792.5,10.8,0.026,2.6197,63.7,143.132,0.0716,204.058
10793.0,10.85,0.035,2.6158,62.95,139.9,0.0684,206.158
10793.5,10.85,0.027,2.6207,62.8,136.466,0.0652,208.258
10794.0,10.85,0.012,2.6089,62.25,133.941,0.0616,207.733
10794.5,10.9,0.003,2.5931,61.7,131.012,0.059,206.158
10795.0,10.9,0.007,2.6079,61.45,130.204,0.0568,205.108
10795.5,10.9,0.004,2.6246,61.2,131.416,0.0528,204.583
10796.0,10.95,0.006,2.6236,61.25,134.042,0.053,204.583
10796.5,11.0,0.003,2.6364,60.6,134.446,0.0556,206.158
10797.0,11.0,0.011,2.6286,61.1,132.325,0.0582,207.733
10797.5,11.05,0.019,2.6473,61.6,137.577,0.0572,207.733
10798.0,11.05,0.023,2.6611,63.6,143.536,0.054,208.258
10798.5,11.1,0.017,2.663,64.25,146.061,0.0568,208.258
10799.0,11.1,0.009,2.6433,64.6,147.576,0.06,208.258
10799.5,11.1,0.01,2.6315,64.85,143.334,0.0668,208.258
10800.0,11.1,0.022,2.6473,65.25,138.082,0.069,208.258
10800.5,11.15,0.02,2.6473,65.5,137.173,0.072,208.783
10801.0,11.15,0.021,2.6394,65.05,137.678,0.07,209.308
10801.5,11.2,0.017,2.6414,64.7,141.92,0.071,209.308
10802.0,11.2,0.002,2.6207,65.5,145.657,0.0708,205.633
10802.5,11.2,0.006,2.6158,65.5,143.637,0.0696,198.808
10803.0,11.2,0.007,2.6158,65.4,140.91,0.0642,198.283
10803.5,11.2,0.021,2.6286,62.55,138.284,0.0604,200.383
10804.0,11.25,0.004,2.597,62.5,137.274,0.0612,206.158
10804.5,11.25,-0.003,2.5724,62.25,137.88,0.0606,207.208
10805.0,11.25,-0.002,2.5764,63.85,139.9,0.06,205.108
10805.5,11.3,0.007,2.601,64.8,146.465,0.0602,204.583
10806.0,11.3,0.008,2.6158,65.8,152.222,0.0678,205.108
10806.5,11.3,0.016,2.6315,66.2,157.07,0.0794,206.158
10807.0,11.4,0.03,2.6591,66.6,157.474,0.0896,206.683
10807.5,11.4,0.027,2.6758,66.65,159.494,0.0896,207.208
10808.0,11.4,0.03,2.6591,67.35,158.585,0.088,208.783
10808.5,11.4,0.018,2.6374,66.65,158.08,0.086,208.783
10809.0,11.4,0.005,2.6335,65.7,162.12,0.085,207.733
10809.5,11.4,0.003,2.6433,65.0,161.918,0.0812,206.158
10810.0,11.45,0.007,2.6473,65.25,158.181,0.0772,205.108
10810.5,11.5,0.013,2.6276,65.6,153.838,0.0756,205.633
10811.0,11.5,0.009,2.6059,64.8,147.98,0.0732,207.208
10811.5,11.55,0.03,2.6,64.85,144.142,0.072,207.733
10812.0,11.55,0.035,2.6217,65.4,140.809,0.0728,208.258
10812.5,11.55,0.028,2.6335,65.8,138.89,0.0724,207.733
10813.0,11.6,0.016,2.6315,66.0,140.102,0.0684,205.633
10813.5,11.6,0.011,2.6197,65.6,140.203,0.0676,205.633
10814.0,11.6,0.013,2.6167,65.8,142.526,0.07,206.158
10814.5,11.65,0.022,2.6286,66.05,142.728,0.0748,206.683
10815.0,11.65,0.025,2.6414,66.05,141.617,0.076,207.733
10815.5,11.7,0.011,2.6335,66.2,140.405,0.076,208.258
10816.0,11.7,0.022,2.6335,66.2,140.708,0.0772,208.258
10816.5,11.75,0.037,2.6552,66.0,140.506,0.081,207.208
10817.0,11.75,0.041,2.6768,66.0,139.597,0.085,206.683
10817.5,11.75,0.039,2.6788,66.0,140.708,0.0838,207.733
10818.0,11.8,0.022,2.664,65.85,142.425,0.0852,208.783
10818.5,11.8,0.008,2.6335,65.6,143.334,0.0834,208.258
10819.0,11.8,0.02,2.6079,66.25,140.809,0.0836,208.258
10819.5,11.8,0.013,2.6217,66.05,140.708,0.083,207.733
10820.0,11.8,0.002,2.6236,66.5,140.001,0.0846,208.258
10820.5,11.85,0.0,2.6355,66.2,137.779,0.0888,208.258
10821.0,11.9,0.008,2.6236,66.8,138.789,0.0942,208.783
10821.5,11.9,0.012,2.6364,67.5,142.829,0.099,208.783
10822.0,11.9,0.02,2.6522,66.85,144.748,0.1004,205.633
10822.5,12.15,0.054,2.6355,67.25,146.667,0.0986,204.058
10823.0,11.9,0.025,2.6315,66.4,148.99,0.0956,203.008
10823.5,11.9,0.006,2.5892,66.95,155.252,0.0946,203.008
10824.0,11.9,0.007,2.5773,66.9,158.585,0.0862,204.058
10824.5,12.0,0.01,2.5773,67.85,158.181,0.0812,204.058
10825.0,12.25,0.042,2.5616,68.1,159.494,0.084,202.483
10825.5,12.45,0.049,2.5429,67.6,157.878,0.09,200.383
10826.0,12.6,0.029,2.5251,65.8,153.737,0.094,199.858
10826.5,12.75,0.023,2.5409,66.1,148.485,0.0904,200.383
10827.0,12.9,0.013,2.5567,58.2,148.182,0.0912,202.483
10827.5,12.9,0.013,2.5567,65.65,150.0,0.0912,201.958
10828.0,12.45,0.013,2.5576,66.05,147.374,0.0896,201.958
10828.5,12.45,0.036,2.5665,66.1,144.546,0.089,200.383
10829.0,12.4,0.066,2.598,66.4,145.859,0.0892,199.858
10829.5,12.4,0.057,2.5724,66.95,145.758,0.0886,200.383
